line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,reject_reason
4377,1292.0,P52,,-1,-648.15,negative_quantity;negative_line_item_amount
4395,1296.0,P35,,-1,-3638.25,negative_quantity;negative_line_item_amount
4419,1301.0,P10,2.0,-1,-1873.78,negative_quantity;negative_line_item_amount
4428,1304.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
4429,1304.0,P74,4.0,-1,-3593.45,negative_quantity;negative_line_item_amount
4430,1304.0,P35,,-1,-3638.25,negative_quantity;negative_line_item_amount
4431,1304.0,P42,2.0,-1,-4224.18,negative_quantity;negative_line_item_amount
4435,1304.0,P35,,-1,-3638.25,negative_quantity;negative_line_item_amount
4442,1307.0,P71,4.0,-1,-4651.68,negative_quantity;negative_line_item_amount
4451,1310.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
4467,1315.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
4481,1318.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
4486,1320.0,P38,,-1,-3833.61,negative_quantity;negative_line_item_amount
4494,1322.0,P59,,-1,-485.91,negative_quantity;negative_line_item_amount
4502,1327.0,P61,,-1,-4098.51,negative_quantity;negative_line_item_amount
4547,1338.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
4548,1338.0,P59,2.0,-1,-485.91,negative_quantity;negative_line_item_amount
4552,1339.0,P55,,-1,-4053.2,negative_quantity;negative_line_item_amount
4583,1348.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
4587,1350.0,INVALID_P,,-1,-3708.9,negative_quantity;negative_line_item_amount
4592,1352.0,P16,,-1,-848.92,negative_quantity;negative_line_item_amount
4601,1354.0,P19,4.0,-1,-3022.4,negative_quantity;negative_line_item_amount
4605,1355.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
4638,1368.0,P15,4.0,-1,-4319.4,negative_quantity;negative_line_item_amount
4661,1376.0,P26,5.0,-1,-3433.39,negative_quantity;negative_line_item_amount
4681,1382.0,P30,4.0,-1,-3866.13,negative_quantity;negative_line_item_amount
4685,1383.0,P51,,-1,-2494.17,negative_quantity;negative_line_item_amount
4688,1383.0,P65,3.0,-1,-3332.78,negative_quantity;negative_line_item_amount
4696,1386.0,P40,4.0,-1,-621.41,negative_quantity;negative_line_item_amount
4702,1387.0,P16,,-1,-848.92,negative_quantity;negative_line_item_amount
4714,1392.0,P21,2.0,-1,-3019.85,negative_quantity;negative_line_item_amount
4720,1394.0,P11,,-1,-4986.9,negative_quantity;negative_line_item_amount
4722,1395.0,P49,2.0,-1,-4600.62,negative_quantity;negative_line_item_amount
4726,1395.0,P69,1.0,-1,-3072.31,negative_quantity;negative_line_item_amount
4739,1398.0,P27,3.0,-1,-661.3,negative_quantity;negative_line_item_amount
4754,1404.0,P3,,-1,-800.07,negative_quantity;negative_line_item_amount
4756,1405.0,P49,3.0,-1,-4600.62,negative_quantity;negative_line_item_amount
4770,1408.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
4772,1409.0,P10,,-1,-1873.78,negative_quantity;negative_line_item_amount
4784,1413.0,P50,,-1,-3034.83,negative_quantity;negative_line_item_amount
4794,1416.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
4801,1419.0,P63,,-1,-2710.26,negative_quantity;negative_line_item_amount
4802,1419.0,P61,,-1,-4098.51,negative_quantity;negative_line_item_amount
4818,1425.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
4830,1429.0,P23,,-1,-1331.93,negative_quantity;negative_line_item_amount
4831,1430.0,P58,4.0,-1,-2880.05,negative_quantity;negative_line_item_amount
4848,1434.0,P12,,-1,-777.83,negative_quantity;negative_line_item_amount
4870,1442.0,P6,1.0,-1,-2740.99,negative_quantity;negative_line_item_amount
4880,1445.0,P10,1.0,-1,-1873.78,negative_quantity;negative_line_item_amount
4887,1447.0,P12,5.0,-1,-777.83,negative_quantity;negative_line_item_amount
4896,1450.0,P27,,-1,-661.3,negative_quantity;negative_line_item_amount
4933,1460.0,P63,,-1,-2710.26,negative_quantity;negative_line_item_amount
4947,1464.0,P2,2.0,-1,-3249.97,negative_quantity;negative_line_item_amount
4997,1478.0,P18,1.0,-1,-3434.36,negative_quantity;negative_line_item_amount
5020,1485.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
5028,1486.0,P30,,-1,-3866.13,negative_quantity;negative_line_item_amount
5042,1491.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
5043,1491.0,P24,1.0,-1,-2810.81,negative_quantity;negative_line_item_amount
5045,1492.0,P35,5.0,-1,-3638.25,negative_quantity;negative_line_item_amount
5055,1494.0,P55,,-1,-4053.2,negative_quantity;negative_line_item_amount
5071,1498.0,P54,1.0,-1,-4928.07,negative_quantity;negative_line_item_amount
5111,1517.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
5121,1521.0,P22,,-1,-2393.44,negative_quantity;negative_line_item_amount
5124,1522.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
5129,1525.0,P18,1.0,-1,-3434.36,negative_quantity;negative_line_item_amount
5141,1528.0,P59,3.0,-1,-485.91,negative_quantity;negative_line_item_amount
5155,1530.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
5158,1531.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
5159,1531.0,P69,,-1,-3072.31,negative_quantity;negative_line_item_amount
5171,1534.0,P8,1.0,-1,-2199.33,negative_quantity;negative_line_item_amount
5232,1550.0,P76,,-1,-3391.27,negative_quantity;negative_line_item_amount
5237,1551.0,P2,4.0,-1,-3249.97,negative_quantity;negative_line_item_amount
5249,1554.0,P27,,-1,-661.3,negative_quantity;negative_line_item_amount
5255,1555.0,P42,,-1,-4224.18,negative_quantity;negative_line_item_amount
5260,1556.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
5277,1562.0,P3,,-1,-800.07,negative_quantity;negative_line_item_amount
5284,1564.0,P3,,-1,-800.07,negative_quantity;negative_line_item_amount
5292,1566.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
5296,1567.0,P74,2.0,-1,-3593.45,negative_quantity;negative_line_item_amount
5315,1573.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
5342,1581.0,P43,2.0,-1,-2587.55,negative_quantity;negative_line_item_amount
5385,1595.0,P17,,-1,-883.91,negative_quantity;negative_line_item_amount
5401,1601.0,P54,1.0,-1,-4928.07,negative_quantity;negative_line_item_amount
5402,1602.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
5412,1605.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
5414,1606.0,P59,2.0,-1,-485.91,negative_quantity;negative_line_item_amount
5421,1608.0,P26,1.0,-1,-3433.39,negative_quantity;negative_line_item_amount
5425,1609.0,P22,,-1,-23934.4,negative_quantity;negative_line_item_amount
5426,1609.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
5447,1615.0,INVALID_P,,-1,-3543.92,negative_quantity;negative_line_item_amount
5486,1627.0,P44,1.0,-1,-1074.66,negative_quantity;negative_line_item_amount
5487,1627.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
5516,1634.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
5522,1636.0,P22,,-1,-2393.44,negative_quantity;negative_line_item_amount
5527,1637.0,P48,,-1,-4619.93,negative_quantity;negative_line_item_amount
5537,1640.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
5541,1641.0,P66,,-1,-47395.6,negative_quantity;negative_line_item_amount
5550,1644.0,INVALID_P,,-1,-4529.59,negative_quantity;negative_line_item_amount
5580,1650.0,P61,1.0,-1,-4098.51,negative_quantity;negative_line_item_amount
5608,1655.0,P71,3.0,-1,-4651.68,negative_quantity;negative_line_item_amount
5615,1657.0,P41,3.0,-1,-3163.97,negative_quantity;negative_line_item_amount
5616,1658.0,P27,,-1,-661.3,negative_quantity;negative_line_item_amount
5636,1664.0,P21,,-1,-3019.85,negative_quantity;negative_line_item_amount
5663,1674.0,P73,,-1,-3480.35,negative_quantity;negative_line_item_amount
5671,1676.0,P66,5.0,-1,-4739.56,negative_quantity;negative_line_item_amount
5675,1678.0,P31,,-1,-1766.86,negative_quantity;negative_line_item_amount
5706,1687.0,P11,,-1,-4986.9,negative_quantity;negative_line_item_amount
5710,1687.0,P60,3.0,-1,-3686.35,negative_quantity;negative_line_item_amount
5712,1687.0,P32,2.0,-1,-1538.15,negative_quantity;negative_line_item_amount
5718,1688.0,P10,,-1,-1873.78,negative_quantity;negative_line_item_amount
5728,1692.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
5748,1700.0,P78,,-1,-4508.11,negative_quantity;negative_line_item_amount
5785,1711.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
5808,1717.0,P41,3.0,-1,-3163.97,negative_quantity;negative_line_item_amount
5811,1719.0,P19,4.0,-1,-3022.4,negative_quantity;negative_line_item_amount
5823,1722.0,P59,,-1,-485.91,negative_quantity;negative_line_item_amount
5829,1725.0,P46,,-1,-891.59,negative_quantity;negative_line_item_amount
5860,1734.0,P36,2.0,-1,-3626.44,negative_quantity;negative_line_item_amount
5864,1736.0,INVALID_P,1.0,-1,-4489.82,negative_quantity;negative_line_item_amount
5867,1738.0,P21,,-1,-3019.85,negative_quantity;negative_line_item_amount
5878,1741.0,P67,3.0,-1,-909.12,negative_quantity;negative_line_item_amount
5881,1741.0,P76,1.0,-1,-3391.27,negative_quantity;negative_line_item_amount
5886,1744.0,P52,2.0,-1,-648.15,negative_quantity;negative_line_item_amount
5910,1751.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
5925,1759.0,P63,3.0,-1,-2710.26,negative_quantity;negative_line_item_amount
5931,1760.0,P21,3.0,-1,-3019.85,negative_quantity;negative_line_item_amount
5986,1771.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
6004,1775.0,P65,,-1,-3332.78,negative_quantity;negative_line_item_amount
6008,1777.0,P61,,-1,-4098.51,negative_quantity;negative_line_item_amount
6029,1783.0,P66,,-1,-4739.56,negative_quantity;negative_line_item_amount
6031,1784.0,P47,,-1,-4772.15,negative_quantity;negative_line_item_amount
6036,1784.0,P76,,-1,-3391.27,negative_quantity;negative_line_item_amount
6043,1788.0,P22,5.0,-1,-2393.44,negative_quantity;negative_line_item_amount
6073,1798.0,P15,3.0,-1,-4319.4,negative_quantity;negative_line_item_amount
6092,1804.0,P63,,-1,-2710.26,negative_quantity;negative_line_item_amount
6101,1808.0,P19,,-1,-3022.4,negative_quantity;negative_line_item_amount
6109,1811.0,P62,4.0,-1,-4892.12,negative_quantity;negative_line_item_amount
6129,1817.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
6178,1833.0,P29,3.0,-1,-3779.3,negative_quantity;negative_line_item_amount
6187,1834.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
6195,1836.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
6198,1838.0,P60,,-1,-3686.35,negative_quantity;negative_line_item_amount
6211,1841.0,P8,4.0,-1,-2199.33,negative_quantity;negative_line_item_amount
6220,1844.0,P58,5.0,-1,-2880.05,negative_quantity;negative_line_item_amount
6238,1851.0,P44,,-1,-1074.66,negative_quantity;negative_line_item_amount
6275,1861.0,P29,,-1,-3779.3,negative_quantity;negative_line_item_amount
6277,1862.0,P22,2.0,-1,-2393.44,negative_quantity;negative_line_item_amount
6279,1863.0,P16,,-1,-848.92,negative_quantity;negative_line_item_amount
6292,1867.0,P50,5.0,-1,-3034.83,negative_quantity;negative_line_item_amount
6296,1868.0,P34,2.0,-1,-115.9,negative_quantity;negative_line_item_amount
6312,1874.0,P80,,-1,-1314.74,negative_quantity;negative_line_item_amount
6324,1876.0,P7,1.0,-1,-3760.37,negative_quantity;negative_line_item_amount
6328,1877.0,P47,,-1,-4772.15,negative_quantity;negative_line_item_amount
6330,1877.0,P13,3.0,-1,-2518.23,negative_quantity;negative_line_item_amount
6337,1879.0,P35,,-1,-3638.25,negative_quantity;negative_line_item_amount
6339,1879.0,P79,,-1,-2312.28,negative_quantity;negative_line_item_amount
6362,1887.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
6389,1895.0,P49,5.0,-1,-4600.62,negative_quantity;negative_line_item_amount
6401,1899.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
6411,1901.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
6473,1920.0,P2,,-1,-3249.97,negative_quantity;negative_line_item_amount
6494,1925.0,P25,,-1,-4717.91,negative_quantity;negative_line_item_amount
6500,1927.0,P21,4.0,-1,-3019.85,negative_quantity;negative_line_item_amount
6529,1937.0,P78,,-1,-4508.11,negative_quantity;negative_line_item_amount
6535,1938.0,P78,,-1,-4508.11,negative_quantity;negative_line_item_amount
6536,1939.0,P21,,-1,-3019.85,negative_quantity;negative_line_item_amount
6537,1939.0,P2,2.0,-1,-3249.97,negative_quantity;negative_line_item_amount
6544,1941.0,P78,2.0,-1,-4508.11,negative_quantity;negative_line_item_amount
6551,1944.0,P17,,-1,-883.91,negative_quantity;negative_line_item_amount
6561,1947.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
6567,1949.0,P76,,-1,-3391.27,negative_quantity;negative_line_item_amount
6574,1951.0,P43,,-1,-2587.55,negative_quantity;negative_line_item_amount
6581,1953.0,P74,2.0,-1,-3593.45,negative_quantity;negative_line_item_amount
6592,1956.0,P76,4.0,-1,-3391.27,negative_quantity;negative_line_item_amount
6609,1959.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
6617,1961.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
6629,1963.0,P61,,-1,-4098.51,negative_quantity;negative_line_item_amount
6634,1964.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
6652,1969.0,P56,2.0,-1,-1273.32,negative_quantity;negative_line_item_amount
6690,1980.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
6702,1981.0,P63,5.0,-1,-2710.26,negative_quantity;negative_line_item_amount
6711,1983.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
6733,1989.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
6738,1990.0,P11,5.0,-1,-4986.9,negative_quantity;negative_line_item_amount
6746,1991.0,P52,,-1,-648.15,negative_quantity;negative_line_item_amount
6759,1995.0,P10,4.0,-1,-1873.78,negative_quantity;negative_line_item_amount
6764,1996.0,P67,1.0,-1,-909.12,negative_quantity;negative_line_item_amount
6777,2002.0,P55,4.0,-1,-4053.2,negative_quantity;negative_line_item_amount
6782,2004.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
6808,2007.0,P70,4.0,-1,-4825.38,negative_quantity;negative_line_item_amount
6818,2010.0,P56,,-1,-1273.32,negative_quantity;negative_line_item_amount
6833,2016.0,P57,1.0,-1,-1280.27,negative_quantity;negative_line_item_amount
6839,2019.0,P63,4.0,-1,-2710.26,negative_quantity;negative_line_item_amount
6860,2025.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
6865,2027.0,P56,,-1,-12733.2,negative_quantity;negative_line_item_amount
6866,2027.0,INVALID_P,,-1,-2688.38,negative_quantity;negative_line_item_amount
6871,2028.0,P76,4.0,-1,-3391.27,negative_quantity;negative_line_item_amount
6873,2029.0,P14,3.0,-1,-3803.33,negative_quantity;negative_line_item_amount
6875,2029.0,P23,2.0,-1,-1331.93,negative_quantity;negative_line_item_amount
6876,2029.0,P59,,-1,-485.91,negative_quantity;negative_line_item_amount
6885,2031.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
6892,2033.0,P72,2.0,-1,-3800.8,negative_quantity;negative_line_item_amount
6893,2033.0,P16,1.0,-1,-848.92,negative_quantity;negative_line_item_amount
6900,2034.0,P21,4.0,-1,-3019.85,negative_quantity;negative_line_item_amount
6905,2037.0,P28,,-1,-44354.6,negative_quantity;negative_line_item_amount
6907,2038.0,P40,3.0,-1,-621.41,negative_quantity;negative_line_item_amount
6909,2038.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
6932,2045.0,P11,,-1,-4986.9,negative_quantity;negative_line_item_amount
6934,2045.0,P45,1.0,-1,-1932.18,negative_quantity;negative_line_item_amount
6963,2052.0,P22,,-1,-2393.44,negative_quantity;negative_line_item_amount
6968,2054.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
6975,2057.0,P71,5.0,-1,-4651.68,negative_quantity;negative_line_item_amount
6980,2058.0,P48,,-1,-4619.93,negative_quantity;negative_line_item_amount
6987,2060.0,P11,5.0,-1,-4986.9,negative_quantity;negative_line_item_amount
6990,2061.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
7002,2065.0,P31,,-1,-1766.86,negative_quantity;negative_line_item_amount
7036,2077.0,P66,,-1,-4739.56,negative_quantity;negative_line_item_amount
7053,2082.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
7060,2084.0,P15,2.0,-1,-4319.4,negative_quantity;negative_line_item_amount
7066,2086.0,P70,1.0,-1,-4825.38,negative_quantity;negative_line_item_amount
7081,2093.0,P73,4.0,-1,-3480.35,negative_quantity;negative_line_item_amount
7087,2094.0,P27,,-1,-661.3,negative_quantity;negative_line_item_amount
7091,2096.0,P29,2.0,-1,-3779.3,negative_quantity;negative_line_item_amount
7099,2099.0,P29,,-1,-3779.3,negative_quantity;negative_line_item_amount
7121,2105.0,P8,1.0,-1,-2199.33,negative_quantity;negative_line_item_amount
7126,2107.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
7168,2118.0,P62,,-1,-4892.12,negative_quantity;negative_line_item_amount
7174,2120.0,P10,,-1,-1873.78,negative_quantity;negative_line_item_amount
7178,2122.0,P69,,-1,-3072.31,negative_quantity;negative_line_item_amount
7184,2124.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
7196,2129.0,P40,,-1,-621.41,negative_quantity;negative_line_item_amount
7201,2130.0,P72,3.0,-1,-3800.8,negative_quantity;negative_line_item_amount
7202,2130.0,P72,5.0,-1,-3800.8,negative_quantity;negative_line_item_amount
7220,2137.0,P3,1.0,-1,-800.07,negative_quantity;negative_line_item_amount
7224,2137.0,P28,1.0,-1,-4435.46,negative_quantity;negative_line_item_amount
7232,2139.0,P59,,-1,-485.91,negative_quantity;negative_line_item_amount
7238,2140.0,P77,5.0,-1,-1929.76,negative_quantity;negative_line_item_amount
7244,2142.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
7246,2143.0,P65,2.0,-1,-3332.78,negative_quantity;negative_line_item_amount
7256,2146.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
7287,2156.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
7310,2161.0,P2,1.0,-1,-3249.97,negative_quantity;negative_line_item_amount
7317,2162.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
7342,2168.0,P54,4.0,-1,-4928.07,negative_quantity;negative_line_item_amount
7389,2182.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
7393,2183.0,P44,,-1,-1074.66,negative_quantity;negative_line_item_amount
7400,2187.0,P8,2.0,-1,-2199.33,negative_quantity;negative_line_item_amount
7405,2189.0,P71,,-1,-4651.68,negative_quantity;negative_line_item_amount
7408,2190.0,P25,,-1,-4717.91,negative_quantity;negative_line_item_amount
7419,2193.0,P77,1.0,-1,-1929.76,negative_quantity;negative_line_item_amount
7420,2193.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
7427,2194.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
7444,2200.0,P10,5.0,-1,-1873.78,negative_quantity;negative_line_item_amount
7448,2201.0,P55,,-1,-4053.2,negative_quantity;negative_line_item_amount
7453,2203.0,P11,,-1,-4986.9,negative_quantity;negative_line_item_amount
7474,2210.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
7487,2214.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
7488,2214.0,P61,4.0,-1,-4098.51,negative_quantity;negative_line_item_amount
7506,2219.0,P68,1.0,-1,-2685.6,negative_quantity;negative_line_item_amount
7519,2224.0,P76,,-1,-3391.27,negative_quantity;negative_line_item_amount
7527,2226.0,P45,3.0,-1,-1932.18,negative_quantity;negative_line_item_amount
7529,2227.0,P62,,-1,-4892.12,negative_quantity;negative_line_item_amount
7544,2230.0,P11,2.0,-1,-4986.9,negative_quantity;negative_line_item_amount
7607,2245.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
7619,2249.0,P15,,-1,-4319.4,negative_quantity;negative_line_item_amount
7643,2259.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
7647,2260.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
7648,2261.0,P41,4.0,-1,-3163.97,negative_quantity;negative_line_item_amount
7656,2262.0,P30,,-1,-3866.13,negative_quantity;negative_line_item_amount
7661,2264.0,P65,5.0,-1,-3332.78,negative_quantity;negative_line_item_amount
7673,2267.0,P46,,-1,-891.59,negative_quantity;negative_line_item_amount
7710,2281.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
7712,2281.0,P69,,-1,-3072.31,negative_quantity;negative_line_item_amount
7723,2283.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
7741,2289.0,P35,3.0,-1,-3638.25,negative_quantity;negative_line_item_amount
7746,2290.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
7765,2295.0,INVALID_P,,-1,-1492.46,negative_quantity;negative_line_item_amount
7767,2296.0,P47,,-1,-4772.15,negative_quantity;negative_line_item_amount
7778,2297.0,P12,,-1,-777.83,negative_quantity;negative_line_item_amount
7783,2298.0,P62,,-1,-4892.12,negative_quantity;negative_line_item_amount
7786,2300.0,P70,5.0,-1,-4825.38,negative_quantity;negative_line_item_amount
7802,2305.0,P77,1.0,-1,-1929.76,negative_quantity;negative_line_item_amount
7805,2306.0,P71,5.0,-1,-4651.68,negative_quantity;negative_line_item_amount
7814,2310.0,P21,,-1,-3019.85,negative_quantity;negative_line_item_amount
7815,2310.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
7898,2330.0,P76,5.0,-1,-3391.27,negative_quantity;negative_line_item_amount
7910,2334.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
7911,2334.0,P22,,-1,-2393.44,negative_quantity;negative_line_item_amount
7916,2336.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
7933,2343.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
7938,2344.0,P58,1.0,-1,-2880.05,negative_quantity;negative_line_item_amount
7966,2354.0,P68,3.0,-1,-2685.6,negative_quantity;negative_line_item_amount
7977,2357.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
8003,2362.0,P25,3.0,-1,-4717.91,negative_quantity;negative_line_item_amount
8010,2363.0,P55,2.0,-1,-4053.2,negative_quantity;negative_line_item_amount
8014,2364.0,P41,3.0,-1,-3163.97,negative_quantity;negative_line_item_amount
8048,2373.0,P48,2.0,-1,-4619.93,negative_quantity;negative_line_item_amount
8049,2373.0,P30,5.0,-1,-3866.13,negative_quantity;negative_line_item_amount
8056,2375.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
8058,2376.0,P59,,-1,-485.91,negative_quantity;negative_line_item_amount
8062,2377.0,P8,4.0,-1,-2199.33,negative_quantity;negative_line_item_amount
8066,2377.0,P48,,-1,-4619.93,negative_quantity;negative_line_item_amount
8069,2378.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
8076,2380.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
8082,2383.0,P27,,-1,-661.3,negative_quantity;negative_line_item_amount
8101,2387.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
8105,2388.0,P25,5.0,-1,-4717.91,negative_quantity;negative_line_item_amount
8109,2390.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
8124,2393.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
8135,2394.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
8158,2403.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
8173,2408.0,P54,1.0,-1,-4928.07,negative_quantity;negative_line_item_amount
8174,2408.0,P56,3.0,-1,-1273.32,negative_quantity;negative_line_item_amount
8178,2410.0,P78,2.0,-1,-4508.11,negative_quantity;negative_line_item_amount
8204,2416.0,P68,1.0,-1,-2685.6,negative_quantity;negative_line_item_amount
8223,2421.0,P10,1.0,-1,-1873.78,negative_quantity;negative_line_item_amount
8234,2424.0,P59,,-1,-485.91,negative_quantity;negative_line_item_amount
8237,2425.0,P3,2.0,-1,-800.07,negative_quantity;negative_line_item_amount
8248,2427.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
8273,2432.0,P55,4.0,-1,-4053.2,negative_quantity;negative_line_item_amount
8280,2433.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
8293,2436.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
8294,2436.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
8310,2441.0,P28,,-1,-4435.46,negative_quantity;negative_line_item_amount
8318,2445.0,P55,2.0,-1,-4053.2,negative_quantity;negative_line_item_amount
8323,2446.0,P44,2.0,-1,-1074.66,negative_quantity;negative_line_item_amount
8328,2448.0,P66,1.0,-1,-4739.56,negative_quantity;negative_line_item_amount
8332,2451.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
8341,2454.0,P62,,-1,-4892.12,negative_quantity;negative_line_item_amount
8393,2471.0,P46,,-1,-891.59,negative_quantity;negative_line_item_amount
8444,2487.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
8446,2487.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
8485,2495.0,P16,,-1,-848.92,negative_quantity;negative_line_item_amount
8508,2503.0,P66,2.0,-1,-4739.56,negative_quantity;negative_line_item_amount
8519,2505.0,P79,,-1,-2312.28,negative_quantity;negative_line_item_amount
8526,2507.0,P1,5.0,-1,-4434.95,negative_quantity;negative_line_item_amount
8527,2508.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
8532,2511.0,P36,3.0,-1,-3626.44,negative_quantity;negative_line_item_amount
8542,2515.0,P79,,-1,-2312.28,negative_quantity;negative_line_item_amount
8547,2516.0,P46,2.0,-1,-891.59,negative_quantity;negative_line_item_amount
8561,2520.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
8574,2522.0,P28,1.0,-1,-4435.46,negative_quantity;negative_line_item_amount
8598,2529.0,P71,,-1,-4651.68,negative_quantity;negative_line_item_amount
8599,2530.0,P25,,-1,-4717.91,negative_quantity;negative_line_item_amount
8606,2532.0,P44,1.0,-1,-1074.66,negative_quantity;negative_line_item_amount
8645,2545.0,P52,,-1,-648.15,negative_quantity;negative_line_item_amount
8665,2552.0,P12,1.0,-1,-777.83,negative_quantity;negative_line_item_amount
8692,2558.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
8752,2579.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
8758,2580.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
8776,2585.0,P4,2.0,-1,-784.19,negative_quantity;negative_line_item_amount
8778,2585.0,P61,,-1,-4098.51,negative_quantity;negative_line_item_amount
8796,2590.0,P61,,-1,-4098.51,negative_quantity;negative_line_item_amount
8854,2604.0,P10,5.0,-1,-1873.78,negative_quantity;negative_line_item_amount
8881,2610.0,P66,,-1,-4739.56,negative_quantity;negative_line_item_amount
8890,2615.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
8901,2617.0,P64,,-1,-716.23,negative_quantity;negative_line_item_amount
