transaction_id,customer_id,store_id,transaction_date,total_amount
776,C349,105,2024-01-20,51339.02
777,C315,102,2024-01-09,9937.87
778,C152,105,2024-01-18,3686.35
779,C236,102,2024-01-13,20755.14
780,C34,105,2024-01-07,75476.69
781,C440,104,2024-01-21,32687.44
782,C357,105,2024-01-21,85411.0
783,C95,102,2024-01-12,31130.28
784,C318,102,2024-01-18,33533.59
785,C60,105,2024-01-19,38571.85
786,C487,102,2024-01-08,20298.15
788,C183,103,2024-01-03,6757.45
789,C112,103,2024-01-21,50840.09
790,C357,102,2024-01-12,28669.05
791,C428,102,2024-01-18,13236.54
792,C469,102,2024-01-08,20357.94
793,C255,103,2024-01-11,2727.36
794,C157,105,2024-01-04,21108.45
795,C417,101,2024-01-06,11814.52
796,C24,104,2024-01-12,31702.96
797,C15,101,2024-01-13,60631.22
798,C134,102,2024-01-02,21499.78
799,C22,105,2024-01-01,55145.91
800,C36,104,2024-01-02,26973.89
801,C272,101,2024-01-09,35751.9
802,C474,105,2024-01-06,48396.95
803,C106,102,2024-01-03,14544.1
804,C302,103,2024-01-04,39594.44
805,C322,101,2024-01-21,47347.75
806,C342,102,2024-01-18,14365.75
807,C262,101,2024-01-16,60052.94
808,C314,104,2024-01-09,20024.04
809,C148,103,2024-01-19,40202.98
810,C305,104,2024-01-07,25377.35
811,C162,104,2024-01-02,3889.15
812,C367,104,2024-01-15,15085.25
813,C392,105,2024-01-20,58706.14
814,C409,105,2024-01-06,63353.3
815,C198,103,2024-01-21,88255.05
816,C250,104,2024-01-13,40388.29
817,C451,102,2024-01-20,40200.78
818,C196,103,2024-01-03,36729.73
820,C448,101,2024-01-19,5287.9
821,C440,103,2024-01-10,17242.82
822,C461,104,2024-01-03,12767.95
823,C224,105,2024-01-06,68998.66
824,C147,101,2024-01-04,4614.45
825,C489,103,2024-01-11,6932.23
826,C114,101,2024-01-16,3889.15
827,C313,105,2024-01-16,26137.33
828,C14,102,2024-01-21,10618.24
829,C342,101,2024-01-16,31184.56
830,C227,101,2024-01-20,26098.97
831,C55,105,2024-01-03,11063.23
832,C442,103,2024-01-20,38043.84
833,C69,101,2024-01-08,11743.23
834,C495,103,2024-01-15,20758.4
835,C176,101,2024-01-02,2787.73
836,C143,101,2024-01-10,7236.49
837,C272,103,2024-01-11,17132.74
838,C147,102,2024-01-02,27521.15
839,C173,102,2024-01-08,14602.68
840,C275,102,2024-01-12,10316.89
841,C50,104,2024-01-11,44108.35
842,C141,103,2024-01-05,10841.04
843,C98,104,2024-01-01,3391.27
844,C282,104,2024-01-17,777.83
845,C209,105,2024-01-12,13955.04
846,C374,105,2024-01-06,21700.99
847,C162,105,2024-01-11,37489.74
848,C95,104,2024-01-16,28084.12
849,C164,104,2024-01-07,36996.66
850,C93,101,2024-01-17,30491.16
851,C249,101,2024-01-06,38378.87
852,C104,101,2024-01-04,18402.48
853,C5,101,2024-01-01,20974.71
854,C373,105,2024-01-04,3800.8
855,C272,101,2024-01-10,27087.35
856,C27,103,2024-01-01,11027.71
857,C299,103,2024-01-03,1600.14
859,C19,103,2024-01-01,18896.5
860,C239,104,2024-01-01,7639.31
862,C122,103,2024-01-03,29170.76
863,C323,105,2024-01-19,12122.14
864,C235,102,2024-01-07,50046.79
865,C249,104,2024-01-13,69206.56
866,C474,103,2024-01-14,21371.4
867,C235,103,2024-01-21,39191.22
868,C146,103,2024-01-20,38503.27
869,C65,103,2024-01-13,54062.18
871,C79,101,2024-01-01,5352.94
873,C452,101,2024-01-01,24064.95
874,C333,103,2024-01-06,56983.31
875,C81,102,2024-01-12,30321.41
876,C378,101,2024-01-03,38555.15
877,C49,101,2024-01-08,41118.13
878,C452,105,2024-01-01,5373.3
879,C141,103,2024-01-10,27365.07
880,C146,105,2024-01-02,26943.11
881,C298,104,2024-01-17,19366.85
882,C487,104,2024-01-11,16644.55
883,C443,105,2024-01-08,21251.85
884,C300,104,2024-01-01,13706.18
885,C392,102,2024-01-21,21457.19
886,C34,103,2024-01-04,1454.47
887,C301,101,2024-01-20,31919.86
888,C312,101,2024-01-03,5175.1
889,C188,103,2024-01-15,5054.46
890,C205,101,2024-01-14,103970.22
891,C146,104,2024-01-18,7495.12
892,C243,101,2024-01-06,47459.01
893,C66,103,2024-01-14,26976.54
894,C9,102,2024-01-20,49319.22
896,C261,102,2024-01-06,67978.57
897,C69,104,2024-01-09,3636.48
898,C207,103,2024-01-20,74692.73
899,C497,105,2024-01-07,47832.03
900,C193,102,2024-01-21,63962.34
901,C69,102,2024-01-03,16754.08
902,C389,104,2024-01-18,31336.85
903,C227,101,2024-01-02,28132.07
904,C347,102,2024-01-19,28926.59
905,C283,103,2024-01-18,43325.32
906,C251,102,2024-01-12,58221.48
907,C147,103,2024-01-20,60159.67
908,C28,103,2024-01-08,9222.88
909,C255,101,2024-01-12,12124.34
910,C40,101,2024-01-07,34845.07
911,C180,103,2024-01-06,51962.26
912,C391,104,2024-01-10,784.19
913,C274,104,2024-01-01,16260.51
914,C491,101,2024-01-07,76784.97
915,C457,102,2024-01-12,17671.15
916,C246,101,2024-01-09,12278.4
917,C266,104,2024-01-13,14632.49
918,C239,102,2024-01-13,79100.01
919,C300,101,2024-01-19,21787.21
920,C361,104,2024-01-15,2546.64
921,C84,103,2024-01-09,41712.45
922,C123,104,2024-01-19,20606.73
923,C301,103,2024-01-15,13909.39
924,C256,102,2024-01-02,24459.8
925,C444,105,2024-01-09,17739.8
926,C306,101,2024-01-19,38901.0
927,C261,104,2024-01-15,13551.3
928,C257,101,2024-01-18,4160.98
930,C20,103,2024-01-11,22140.5
931,C287,101,2024-01-15,31476.31
932,C191,102,2024-01-09,21269.8
933,C378,101,2024-01-01,16887.13
934,C393,103,2024-01-04,41240.42
935,C56,105,2024-01-07,25789.36
936,C181,105,2024-01-20,29341.54
937,C264,105,2024-01-03,30202.15
938,C459,103,2024-01-12,2592.6
939,C97,102,2024-01-18,24848.54
940,C29,102,2024-01-02,48738.56
941,C353,105,2024-01-04,1697.84
942,C150,104,2024-01-17,2740.99
943,C181,104,2024-01-01,12980.32
944,C437,101,2024-01-03,5496.12
945,C154,101,2024-01-19,6782.54
946,C248,103,2024-01-20,17262.44
947,C316,104,2024-01-16,21266.63
948,C411,101,2024-01-18,1767.82
949,C235,104,2024-01-19,32067.26
950,C176,105,2024-01-02,14481.01
951,C48,101,2024-01-18,11402.4
952,C319,105,2024-01-12,19931.72
954,C278,102,2024-01-09,17034.63
955,C83,103,2024-01-02,33939.45
956,C460,105,2024-01-09,18420.97
957,C246,102,2024-01-03,5868.2
958,C146,105,2024-01-16,13872.26
959,C207,101,2024-01-09,42759.3
960,C336,101,2024-01-09,33177.15
961,C385,104,2024-01-06,22115.01
962,C243,104,2024-01-18,34559.76
964,C108,105,2024-01-03,45266.12
965,C242,104,2024-01-16,25004.61
966,C428,101,2024-01-04,35934.5
967,C374,103,2024-01-19,7728.72
968,C141,105,2024-01-19,8197.02
969,C198,101,2024-01-19,32806.8
970,C205,104,2024-01-07,61397.5
971,C340,102,2024-01-09,70674.4
972,C142,102,2024-01-21,63001.26
973,C494,104,2024-01-14,48704.47
974,C30,101,2024-01-21,167430.83
975,C290,102,2024-01-04,37906.2
976,C383,101,2024-01-12,7391.71
977,C18,105,2024-01-21,60209.64
978,C411,103,2024-01-03,13170.65
979,C346,103,2024-01-11,1932.18
980,C168,103,2024-01-01,43685.89
981,C236,101,2024-01-02,23815.73
982,C422,105,2024-01-08,16089.68
983,C119,101,2024-01-13,33402.77
985,C207,103,2024-01-06,17390.4
986,C38,101,2024-01-12,25572.98
987,C301,105,2024-01-06,79143.24
988,C146,101,2024-01-11,3999.51
989,C112,102,2024-01-09,35467.45
990,C458,103,2024-01-15,33062.98
991,C45,103,2024-01-05,12829.65
992,C102,105,2024-01-11,9216.93
993,C180,102,2024-01-06,59531.1
994,C101,104,2024-01-03,7606.66
995,C109,102,2024-01-02,12931.32
996,C316,104,2024-01-21,220636.25
997,C104,102,2024-01-09,17327.01
998,C232,103,2024-01-04,14153.73
999,C333,103,2024-01-10,22801.69
1000,C407,103,2024-01-20,21737.56
1001,C114,101,2024-01-16,24765.82
1002,C146,102,2024-01-12,40153.37
1003,C264,105,2024-01-03,37647.36
1004,C264,101,2024-01-19,2349.32
1005,C121,105,2024-01-14,71822.02
1006,C254,104,2024-01-09,27860.93
1007,C420,101,2024-01-15,43175.33
1008,C181,105,2024-01-09,19289.85
1009,C30,101,2024-01-01,32838.14
1010,C482,102,2024-01-17,10187.1
1011,C335,104,2024-01-20,40600.93
1012,C325,103,2024-01-18,3593.45
1013,C274,102,2024-01-03,11409.99
1014,C98,105,2024-01-12,14440.99
1015,C315,105,2024-01-04,38912.44
1016,C39,102,2024-01-06,36284.17
1017,C329,104,2024-01-16,8640.15
1018,C393,102,2024-01-12,21854.6
1019,C267,104,2024-01-21,31938.16
1020,C494,101,2024-01-16,32398.88
1021,C19,103,2024-01-20,21621.28
1022,C108,102,2024-01-05,23081.52
1023,C405,105,2024-01-08,6101.42
1024,C72,102,2024-01-02,18508.61
1025,C91,101,2024-01-10,17036.79
1026,C500,102,2024-01-08,28710.08
1027,C97,105,2024-01-03,15957.6
1028,C50,105,2024-01-01,33668.27
1029,C239,104,2024-01-15,15001.8
1030,C148,103,2024-01-11,26117.95
1031,C302,102,2024-01-04,2916.87
1032,C384,103,2024-01-13,29668.55
1033,C39,101,2024-01-04,34486.41
1034,C472,105,2024-01-05,40361.7
1035,C124,104,2024-01-09,11577.42
1036,C415,101,2024-01-21,22816.23
1037,C60,101,2024-01-18,27400.71
1038,C322,103,2024-01-21,17023.09
1039,C25,104,2024-01-01,17439.67
1040,C373,101,2024-01-19,20246.73
1041,C317,105,2024-01-10,17255.46
1042,C393,105,2024-01-12,21462.08
1043,C404,101,2024-01-09,10879.32
1044,C5,102,2024-01-05,23911.25
1045,C120,102,2024-01-21,50628.59
1046,C205,102,2024-01-04,15611.46
1047,C29,102,2024-01-06,20366.18
1049,C370,103,2024-01-11,1242.82
1050,C147,105,2024-01-04,7890.34
1051,C480,104,2024-01-15,24424.38
1052,C197,105,2024-01-11,14050.62
1053,C253,103,2024-01-15,20492.55
1054,C189,105,2024-01-05,7558.6
1055,C86,101,2024-01-05,22498.59
1056,C437,103,2024-01-16,18146.45
1057,C425,104,2024-01-01,17332.02
1058,C393,101,2024-01-11,39730.8
1059,C338,105,2024-01-19,2352.57
1060,C157,103,2024-01-04,28920.79
1061,C141,103,2024-01-06,40419.71
1062,C243,103,2024-01-02,8197.02
1063,C114,102,2024-01-03,6734.0
1064,C69,104,2024-01-04,14498.19
1065,C95,105,2024-01-19,32868.32
1066,C171,105,2024-01-10,5156.26
1067,C374,105,2024-01-11,27183.0
1068,C85,101,2024-01-04,19016.99
1069,C25,103,2024-01-12,3859.52
1070,C204,102,2024-01-09,20385.34
1071,C143,105,2024-01-04,10161.59
1072,C25,102,2024-01-16,43278.08
1073,C357,104,2024-01-06,54549.82
1074,C236,105,2024-01-15,20925.25
1075,C487,101,2024-01-08,18311.57
1076,C389,104,2024-01-13,39247.58
1077,C445,102,2024-01-20,30365.68
1078,C189,104,2024-01-13,115502.07
1079,C482,105,2024-01-13,27514.55
1080,C188,103,2024-01-14,23589.55
1082,C269,103,2024-01-05,23730.41
1083,C19,101,2024-01-06,53741.03
1084,C252,102,2024-01-10,1555.66
1085,C37,102,2024-01-05,29551.27
1086,C461,105,2024-01-14,58028.42
1087,C302,104,2024-01-08,1758.04
1088,C19,101,2024-01-06,24461.99
1089,C407,103,2024-01-14,30340.33
1090,C199,102,2024-01-20,73049.46
1091,C321,103,2024-01-11,24009.87
1092,C95,103,2024-01-05,8640.15
1093,C38,105,2024-01-18,26879.01
1094,C291,104,2024-01-12,4434.95
1095,C130,105,2024-01-06,166113.6
1096,C467,105,2024-01-18,36812.17
1097,C220,102,2024-01-18,40548.58
1098,C99,103,2024-01-18,6866.78
1099,C378,104,2024-01-20,54908.57
1100,C182,105,2024-01-21,11423.88
1101,C102,105,2024-01-11,18269.57
1102,C141,104,2024-01-06,48797.86
1104,C249,102,2024-01-03,15334.44
1105,C147,104,2024-01-13,46055.64
1106,C189,104,2024-01-01,16778.64
1107,C357,103,2024-01-17,23489.87
1108,C317,103,2024-01-20,71145.38
1109,C123,104,2024-01-02,14080.3
1110,C95,102,2024-01-18,49641.41
1111,C325,101,2024-01-03,21681.2
1112,C420,103,2024-01-18,31901.39
1113,C50,104,2024-01-07,12723.78
1114,C350,102,2024-01-20,35933.76
1115,C398,102,2024-01-21,30400.55
1116,C198,101,2024-01-15,14784.21
1117,C345,105,2024-01-08,15195.1
1118,C484,104,2024-01-04,11038.95
1119,C354,101,2024-01-19,5789.28
1120,C376,105,2024-01-07,56025.85
1121,C3,104,2024-01-11,73358.06
1122,C273,102,2024-01-14,60252.91
1123,C100,101,2024-01-07,37338.23
1124,C319,102,2024-01-08,37434.96
1125,C373,102,2024-01-21,57779.91
1126,C279,102,2024-01-13,33705.43
1127,C189,104,2024-01-16,8797.32
1128,C34,105,2024-01-08,32820.34
1129,C147,104,2024-01-17,12089.6
1130,C452,104,2024-01-19,20282.22
1131,C58,101,2024-01-13,29923.68
1132,C156,101,2024-01-14,83279.03
1133,C130,104,2024-01-10,2997.69
1134,C45,104,2024-01-08,36283.74
1135,C146,105,2024-01-21,60702.26
1136,C393,105,2024-01-06,26015.54
1137,C368,103,2024-01-02,24048.76
1138,C373,105,2024-01-01,8340.5
1139,C424,101,2024-01-11,4244.6
1140,C264,102,2024-01-19,4098.51
1141,C321,105,2024-01-13,19228.23
1142,C217,104,2024-01-12,19599.04
1143,C167,103,2024-01-06,49875.47
1144,C382,101,2024-01-07,80307.81
1145,C302,105,2024-01-17,23639.86
1146,C158,104,2024-01-16,10072.92
1147,C4,103,2024-01-02,29486.56
1148,C423,105,2024-01-16,13237.43
1149,C154,105,2024-01-02,14393.33
1150,C189,103,2024-01-01,29974.84
1151,C410,104,2024-01-15,8877.66
1152,C69,101,2024-01-14,40436.84
1153,C19,104,2024-01-18,43484.41
1154,C209,105,2024-01-09,35099.31
1155,C146,102,2024-01-05,4739.56
1156,C440,103,2024-01-08,29075.85
1157,C446,103,2024-01-13,20526.07
1158,C97,103,2024-01-19,15502.69
1159,C255,104,2024-01-13,87474.4
1160,C192,102,2024-01-05,14418.6
1161,C487,102,2024-01-17,2485.64
1162,C168,105,2024-01-10,23251.4
1164,C39,105,2024-01-15,25538.05
1165,C104,104,2024-01-07,73830.7
1166,C341,103,2024-01-19,6719.68
1167,C384,104,2024-01-12,24346.44
1168,C40,104,2024-01-11,8185.62
1169,C172,103,2024-01-05,13298.82
1170,C168,103,2024-01-18,18339.37
1171,C448,101,2024-01-15,7180.32
1172,C69,102,2024-01-13,54453.49
1173,C391,101,2024-01-12,15001.8
1174,C452,101,2024-01-03,17235.05
1175,C366,104,2024-01-15,73135.51
1176,C374,105,2024-01-10,1074.66
1177,C342,103,2024-01-14,32193.84
1178,C424,105,2024-01-20,52779.57
1179,C395,103,2024-01-09,37308.54
1181,C358,103,2024-01-19,3111.32
1182,C150,104,2024-01-10,38756.7
1183,C239,104,2024-01-12,46404.3
1184,C132,102,2024-01-16,23589.55
1185,C438,102,2024-01-12,44374.23
1186,C264,105,2024-01-16,22266.62
1187,C148,104,2024-01-08,4224.18
1188,C483,104,2024-01-06,51360.59
1189,C49,104,2024-01-18,9169.98
1190,C430,104,2024-01-07,77653.65
1192,C243,101,2024-01-14,40608.59
1193,C432,105,2024-01-21,49705.02
1194,C172,102,2024-01-19,15414.3
1195,C196,104,2024-01-11,115.9
1196,C181,105,2024-01-10,52663.54
1197,C393,103,2024-01-04,6664.08
1198,C469,103,2024-01-05,24635.48
1199,C442,103,2024-01-17,15117.2
1200,C123,105,2024-01-07,20063.23
1201,C51,102,2024-01-04,5301.54
1202,C93,101,2024-01-12,15901.74
1203,C255,105,2024-01-05,5678.64
1204,C270,101,2024-01-13,2155.24
1205,C25,104,2024-01-06,46123.0
1206,C198,101,2024-01-02,39395.36
1207,C104,103,2024-01-19,6868.72
1208,C176,101,2024-01-20,69268.8
1209,C384,104,2024-01-16,11500.83
1210,C38,103,2024-01-19,10963.96
1211,C322,103,2024-01-06,44919.98
1212,C91,101,2024-01-04,648.15
1214,C33,103,2024-01-10,10781.22
1215,C500,103,2024-01-10,32368.55
1216,C465,101,2024-01-14,40444.13
1217,C416,102,2024-01-08,24882.83
1218,C293,105,2024-01-19,40494.44
1219,C346,104,2024-01-06,32704.53
1220,C291,102,2024-01-11,12937.75
1221,C421,105,2024-01-16,17183.33
1222,C130,105,2024-01-10,7606.66
1223,C330,104,2024-01-02,24286.14
1224,C49,102,2024-01-03,24139.39
1225,C306,105,2024-01-17,7540.2
1226,C376,103,2024-01-17,17124.93
1227,C90,101,2024-01-08,9833.75
1228,C185,103,2024-01-05,17277.6
1229,C364,101,2024-01-20,211072.06
1230,C282,105,2024-01-08,784.19
1231,C299,101,2024-01-19,145530.0
1232,C180,103,2024-01-09,34228.48
1233,C50,105,2024-01-11,6597.99
1234,C319,104,2024-01-16,18569.09
1235,C393,102,2024-01-15,36516.63
1236,C443,105,2024-01-10,60793.34
1237,C198,104,2024-01-05,51847.34
1238,C97,105,2024-01-21,50714.51
1239,C206,105,2024-01-21,73542.24
1240,C80,101,2024-01-04,34105.44
1241,C290,101,2024-01-21,79246.04
1242,C146,102,2024-01-06,58615.2
1243,C314,101,2024-01-05,4047.8
1244,C496,102,2024-01-14,47564.32
1245,C97,105,2024-01-16,784.19
1246,C423,102,2024-01-09,4928.07
1247,C307,101,2024-01-09,19499.82
1248,C487,104,2024-01-02,20924.0
1249,C207,101,2024-01-09,15807.39
1251,C78,104,2024-01-18,19452.2
1252,C264,105,2024-01-04,24743.52
1254,C448,104,2024-01-18,23645.35
1255,C157,104,2024-01-06,56619.11
1256,C176,103,2024-01-18,31757.12
1257,C27,101,2024-01-21,35749.52
1258,C421,102,2024-01-16,33252.45
1259,C424,105,2024-01-18,18917.93
1260,C146,103,2024-01-15,6401.35
1261,C322,105,2024-01-21,51684.57
1262,C180,104,2024-01-02,29320.39
1263,C249,103,2024-01-04,58894.11
1264,C12,101,2024-01-01,21982.27
1265,C243,102,2024-01-07,17462.17
1266,C9,104,2024-01-13,44160.68
1267,C29,101,2024-01-07,32373.27
1268,C54,105,2024-01-17,28354.63
1269,C192,101,2024-01-17,29330.76
1272,C84,102,2024-01-11,33867.18
1273,C141,105,2024-01-21,75957.34
1274,C245,102,2024-01-08,10072.92
1275,C485,104,2024-01-09,35376.1
1276,C387,105,2024-01-07,55681.19
1277,C144,104,2024-01-18,2163.66
1279,C194,102,2024-01-09,14448.71
1280,C222,103,2024-01-06,58262.71
1281,C25,101,2024-01-01,9573.76
1282,C373,104,2024-01-02,6782.54
1283,C449,104,2024-01-13,63919.71
1284,C222,101,2024-01-12,29181.23
1285,C123,103,2024-01-01,3395.68
1286,C466,103,2024-01-15,17158.53
1287,C329,101,2024-01-10,12343.85
1288,C27,104,2024-01-15,5956.08
1289,C95,105,2024-01-19,27316.07
1290,C176,105,2024-01-13,45966.02
1291,C40,102,2024-01-04,4892.12
1292,C352,103,2024-01-20,11755.64
1293,C287,102,2024-01-01,51604.57
1294,C300,104,2024-01-14,35850.42
1295,C50,103,2024-01-16,25127.34
1296,C193,105,2024-01-01,10525.57
1297,C235,104,2024-01-07,53154.73
1298,C255,101,2024-01-06,56108.11
1299,C183,102,2024-01-21,29268.03
1300,C34,101,2024-01-15,1855.04
1301,C132,103,2024-01-07,33995.36
1302,C292,104,2024-01-10,27444.57
1303,C266,102,2024-01-04,11243.24
1304,C308,101,2024-01-07,32592.14
1305,C66,101,2024-01-16,13272.72
1308,C50,105,2024-01-06,64470.89
1309,C193,103,2024-01-11,22321.34
1310,C116,104,2024-01-05,11861.07
1311,C458,101,2024-01-07,60618.74
1312,C165,104,2024-01-09,49544.47
1313,C69,103,2024-01-05,23258.4
1314,C424,101,2024-01-12,22592.32
1315,C49,104,2024-01-21,78076.62
1316,C104,104,2024-01-07,31618.65
1317,C19,103,2024-01-21,13154.06
1318,C181,101,2024-01-04,6645.46
1319,C301,101,2024-01-01,18763.58
1320,C86,105,2024-01-06,33662.17
1321,C301,105,2024-01-04,17171.8
1322,C25,102,2024-01-08,16837.01
1323,C451,105,2024-01-08,3970.72
1324,C381,105,2024-01-17,19947.6
1325,C168,105,2024-01-01,14505.76
1326,C116,104,2024-01-04,5834.8
1327,C488,101,2024-01-14,27227.9
1328,C264,105,2024-01-09,10637.72
1329,C214,105,2024-01-06,63568.41
1330,C158,103,2024-01-16,121911.67
1331,C491,101,2024-01-11,11522.43
1332,C491,103,2024-01-15,23343.32
1333,C238,103,2024-01-17,4224.18
1334,C168,105,2024-01-08,33894.39
1335,C194,101,2024-01-21,72411.49
1336,C38,103,2024-01-04,21632.3
1337,C146,104,2024-01-21,84745.99
1338,C316,102,2024-01-20,61192.63
1339,C329,105,2024-01-20,11318.1
1340,C324,102,2024-01-15,36208.9
1341,C25,104,2024-01-10,14054.05
1342,C158,102,2024-01-07,48936.29
1343,C183,101,2024-01-16,7690.75
1344,C203,103,2024-01-20,6535.64
1345,C109,101,2024-01-08,12079.4
1346,C13,105,2024-01-06,95679.26
1347,C95,101,2024-01-18,35636.91
1348,C314,102,2024-01-02,13017.73
1349,C316,101,2024-01-03,4407.82
1350,C217,101,2024-01-16,1864.23
1351,C264,101,2024-01-02,26970.9
1353,C310,104,2024-01-02,33939.21
1354,C270,105,2024-01-20,51783.54
1355,C118,101,2024-01-18,17280.74
1356,C310,101,2024-01-03,3136.76
1357,C443,103,2024-01-20,53177.38
1358,C300,102,2024-01-05,40757.47
1359,C43,102,2024-01-19,15738.28
1360,C39,105,2024-01-07,57112.03
1361,C258,103,2024-01-09,34060.75
1362,C358,103,2024-01-15,32215.84
1364,C158,102,2024-01-10,2674.77
1365,C133,104,2024-01-08,17967.25
1366,C316,102,2024-01-15,13616.32
1369,C386,102,2024-01-02,7527.87
1370,C422,101,2024-01-19,9016.22
1371,C69,105,2024-01-14,45376.18
1372,C314,101,2024-01-12,27837.78
1373,C461,101,2024-01-03,4374.85
1374,C267,102,2024-01-14,43393.34
1375,C329,105,2024-01-09,31975.49
1376,C321,102,2024-01-10,25386.7
1377,C495,104,2024-01-18,27699.26
1378,C230,105,2024-01-06,83476.87
1379,C164,103,2024-01-18,2727.36
1380,C285,103,2024-01-16,33122.61
1381,C325,104,2024-01-10,9648.8
1382,C417,102,2024-01-14,35432.67
1383,C2,104,2024-01-07,7992.73
1384,C60,102,2024-01-11,19042.43
1385,C235,101,2024-01-12,41079.89
1387,C287,101,2024-01-21,59209.53
1388,C69,103,2024-01-08,4110.12
1389,C316,103,2024-01-08,22531.18
1390,C198,105,2024-01-12,20120.03
1391,C361,102,2024-01-14,59662.32
1392,C498,104,2024-01-05,16427.9
1393,C302,104,2024-01-09,10303.08
1394,C479,103,2024-01-20,5536.26
1395,C230,103,2024-01-13,39558.33
1396,C491,101,2024-01-10,8688.63
1397,C446,103,2024-01-08,5621.62
1398,C31,104,2024-01-21,41655.24
1399,C19,104,2024-01-01,40628.16
1400,C49,104,2024-01-11,1432.46
1401,C64,104,2024-01-05,20409.78
1402,C494,103,2024-01-02,11561.4
1403,C313,102,2024-01-17,32301.64
1404,C206,103,2024-01-07,13779.67
1405,C263,102,2024-01-14,66383.37
1406,C8,103,2024-01-12,823.63
1407,C335,105,2024-01-02,28507.3
1408,C438,102,2024-01-14,26709.59
1410,C109,101,2024-01-13,24650.3
1411,C484,102,2024-01-05,6458.4
1412,C449,105,2024-01-19,28928.42
1413,C421,104,2024-01-08,31605.59
1414,C72,104,2024-01-16,48788.91
1415,C493,104,2024-01-20,18909.63
1416,C325,105,2024-01-14,15723.34
1417,C451,103,2024-01-05,17490.19
1418,C308,104,2024-01-15,8039.39
1420,C164,101,2024-01-02,6782.54
1421,C188,102,2024-01-15,19301.71
1422,C181,103,2024-01-21,42442.89
1423,C126,102,2024-01-17,39092.53
1424,C118,105,2024-01-01,37539.4
1425,C479,101,2024-01-11,29815.79
1426,C473,101,2024-01-17,33006.97
1427,C156,105,2024-01-05,13036.95
1428,C497,102,2024-01-03,2542.23
1429,C285,101,2024-01-07,10070.06
1430,C133,105,2024-01-20,35208.1
1431,C180,104,2024-01-07,85786.04
1432,C168,101,2024-01-08,4434.95
1433,C95,103,2024-01-07,55798.51
1434,C13,103,2024-01-19,5765.79
1435,C54,101,2024-01-19,34652.07
1436,C319,105,2024-01-07,26799.31
1438,C95,101,2024-01-05,13551.3
1439,C38,102,2024-01-09,380.74
1440,C488,105,2024-01-12,14055.08
1441,C249,101,2024-01-03,883.91
1442,C239,102,2024-01-06,41710.78
1443,C139,104,2024-01-06,53905.3
1444,C474,105,2024-01-03,25869.71
1445,C79,105,2024-01-02,4614.45
1446,C132,104,2024-01-05,14990.11
1447,C15,102,2024-01-14,19681.5
1448,C176,102,2024-01-19,33317.43
1449,C495,105,2024-01-16,17326.05
1450,C176,102,2024-01-07,50772.66
1451,C34,102,2024-01-16,67653.4
1452,C211,104,2024-01-21,25423.96
1453,C422,101,2024-01-16,17789.8
1454,C106,102,2024-01-12,7276.5
1455,C162,101,2024-01-14,91092.0
1456,C116,105,2024-01-11,15849.82
1457,C33,102,2024-01-02,17194.1
1458,C473,102,2024-01-14,21427.02
1459,C496,103,2024-01-10,5956.08
1460,C8,103,2024-01-14,9163.39
1461,C318,102,2024-01-19,1322.6
1462,C146,104,2024-01-13,18007.73
1463,C168,105,2024-01-13,37773.95
1464,C349,102,2024-01-13,37843.99
1465,C484,105,2024-01-11,12139.32
1466,C266,104,2024-01-10,23555.71
1467,C499,104,2024-01-19,27227.27
1468,C55,101,2024-01-19,32039.27
1469,C499,101,2024-01-15,11837.24
1470,C97,105,2024-01-06,48040.1
1471,C487,101,2024-01-08,26740.42
1472,C378,102,2024-01-20,49022.03
1473,C300,105,2024-01-10,648.15
1474,C235,105,2024-01-06,28891.67
1475,C45,104,2024-01-04,61528.16
1476,C454,101,2024-01-10,8432.43
1477,C60,103,2024-01-16,7818.84
1478,C302,105,2024-01-01,34149.6
1479,C420,102,2024-01-20,60122.11
1480,C318,102,2024-01-07,50894.1
1481,C154,105,2024-01-11,14804.8
1482,C314,102,2024-01-17,37589.55
1483,C422,104,2024-01-08,17285.14
1485,C57,101,2024-01-21,38678.6
1486,C79,102,2024-01-16,22878.38
1487,C97,104,2024-01-14,36726.27
1488,C499,103,2024-01-14,31765.71
1489,C207,101,2024-01-11,11059.05
1490,C104,105,2024-01-10,1783.18
1492,C429,103,2024-01-01,33793.44
1493,C402,105,2024-01-06,52530.91
1494,C181,101,2024-01-12,24999.97
1495,C312,102,2024-01-07,43613.12
1496,C60,101,2024-01-10,20411.74
1497,C45,101,2024-01-04,25529.01
1498,C106,105,2024-01-06,27446.01
1499,C373,102,2024-01-11,2518.23
1500,C145,105,2024-01-05,8056.8
1501,C133,102,2024-01-02,21570.18
1502,C135,103,2024-01-01,6786.4
1504,C245,102,2024-01-09,7533.13
1505,C98,104,2024-01-02,3533.72
1506,C104,103,2024-01-06,18004.45
1507,C315,105,2024-01-04,22540.55
1508,C2,103,2024-01-07,23746.22
1509,C133,102,2024-01-01,24881.84
1510,C264,101,2024-01-12,18717.26
1511,C61,104,2024-01-13,12843.28
1512,C322,103,2024-01-12,3866.13
1513,C490,103,2024-01-04,22540.55
1514,C193,103,2024-01-02,39892.17
1515,C95,102,2024-01-09,41884.43
1516,C237,104,2024-01-08,3750.45
1517,C381,103,2024-01-09,10996.65
1518,C152,105,2024-01-21,24801.72
1519,C214,102,2024-01-11,10096.09
1520,C130,104,2024-01-03,5642.06
