line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
4545,1338.0,P54,,2,9856.14
4546,1338.0,P3,,2,1600.14
4549,1338.0,P73,1.0,3,10441.05
4550,1339.0,P65,,2,6665.56
4551,1339.0,P46,5.0,2,1783.18
4553,1339.0,INVALID_P,,2,2869.36
4554,1340.0,P7,,2,7520.74
4555,1340.0,P26,,2,6866.78
4556,1340.0,P10,,1,1873.78
4557,1340.0,P11,,4,19947.6
4558,1341.0,P24,,5,14054.05
4559,1342.0,P55,,3,12159.6
4560,1342.0,P78,,1,4508.11
4561,1342.0,P16,,4,3395.68
4562,1342.0,P66,3.0,5,23697.8
4563,1342.0,P43,4.0,2,5175.1
4564,1343.0,P32,,5,7690.75
4565,1344.0,P43,3.0,1,2587.55
4566,1344.0,P46,4.0,3,2674.77
4567,1344.0,P56,,1,1273.32
4568,1345.0,P21,2.0,4,12079.4
4569,1346.0,P14,,5,19016.65
4570,1346.0,P30,2.0,2,7732.26
4571,1346.0,P80,,2,2629.48
4572,1346.0,P48,5.0,3,13859.79
4573,1346.0,P44,,3,3223.98
4574,1346.0,P15,5.0,5,21597.0
4575,1346.0,P11,,5,24934.5
4576,1346.0,P68,,1,2685.6
4577,1347.0,P76,,5,16956.35
4578,1347.0,P38,,3,11500.83
4579,1347.0,P1,,2,8869.9
4580,1347.0,P46,,5,4457.95
4581,1348.0,P72,4.0,1,3800.8
4582,1348.0,P69,3.0,3,9216.93
4584,1349.0,P34,,4,463.6
4585,1349.0,P80,,3,3944.22
4586,1350.0,P40,2.0,3,1864.23
4588,1351.0,P49,,4,18402.48
4589,1351.0,P27,,2,1322.6
4590,1351.0,P27,4.0,4,2645.2
4591,1351.0,P49,,1,4600.62
4593,1353.0,P35,,4,14553.0
4594,1353.0,P46,4.0,4,3566.36
4595,1353.0,P41,,5,15819.85
4596,1354.0,P28,2.0,4,17741.84
4597,1354.0,P69,,1,3072.31
4598,1354.0,P74,2.0,5,17967.25
4599,1354.0,P57,,3,3840.81
4600,1354.0,P38,4.0,1,3833.61
4602,1354.0,P23,,4,5327.72
4603,1355.0,P11,2.0,1,4986.9
4604,1355.0,P43,,4,10350.2
4606,1355.0,P59,3.0,4,1943.64
4607,1356.0,P4,,4,3136.76
4608,1357.0,P50,3.0,3,9104.49
4609,1357.0,P36,,5,18132.2
4610,1357.0,P29,2.0,5,18896.5
4611,1357.0,P32,,4,6152.6
4612,1357.0,P46,1.0,1,891.59
4613,1358.0,P42,,4,16896.72
4614,1358.0,P47,,5,23860.75
4615,1359.0,P68,2.0,5,13428.0
4616,1360.0,P36,5.0,5,18132.2
4617,1360.0,P60,4.0,2,7372.7
4618,1360.0,P10,4.0,1,1873.78
4619,1360.0,P29,3.0,2,7558.6
4620,1360.0,P1,4.0,5,22174.75
4621,1361.0,P58,5.0,4,11520.2
4622,1361.0,P78,3.0,5,22540.55
4623,1362.0,P16,,2,1697.84
4624,1362.0,P15,,4,17277.6
4625,1362.0,P78,,2,9016.22
4626,1362.0,P42,3.0,1,4224.18
4627,1363.0,P68,,2,5371.2
4628,1363.0,P52,,5,3240.75
4629,1363.0,P47,,2,9544.3
4630,1364.0,P46,,3,2674.77
4631,1365.0,P74,,5,17967.25
4632,1366.0,P57,,4,5121.08
4633,1366.0,P74,5.0,1,3593.45
4634,1366.0,INVALID_P,,1,1042.27
4635,1366.0,P77,1.0,2,3859.52
4636,1367.0,P21,,3,9059.55
4637,1367.0,P1,4.0,2,8869.9
4639,1369.0,P6,,1,2740.99
4640,1369.0,P22,,2,4786.88
4641,1370.0,P78,,2,9016.22
4642,1371.0,P15,,3,12958.2
4643,1371.0,P70,,4,19301.52
4644,1371.0,P10,,2,3747.56
4645,1371.0,P10,,5,9368.9
4646,1372.0,INVALID_P,5.0,4,12870.41
4647,1372.0,P8,,5,10996.65
4648,1372.0,P20,,2,3970.72
4649,1373.0,P33,,5,4374.85
4650,1374.0,P66,,4,18958.24
4651,1374.0,P3,,1,800.07
4652,1374.0,P59,,3,1457.73
4653,1374.0,P28,,5,22177.3
4654,1375.0,P2,2.0,1,3249.97
4655,1375.0,P14,,3,11409.99
4656,1375.0,P5,,1,3750.45
4657,1375.0,P76,,4,13565.08
4658,1376.0,P58,,4,11520.2
4659,1376.0,P58,1.0,2,5760.1
4660,1376.0,P55,,2,8106.4
4662,1377.0,P62,3.0,4,19568.48
4663,1377.0,P63,,3,8130.78
4664,1378.0,P45,3.0,4,7728.72
4665,1378.0,P21,,3,9059.55
4666,1378.0,P21,3.0,5,15099.25
4667,1378.0,P30,,4,15464.52
4668,1378.0,P8,4.0,1,2199.33
4669,1378.0,P47,,5,23860.75
4670,1378.0,P25,,2,9435.82
4671,1378.0,INVALID_P,,1,628.93
4672,1379.0,P67,4.0,3,2727.36
4673,1380.0,P67,1.0,5,4545.6
4674,1380.0,P68,1.0,4,10742.4
4675,1380.0,P18,,1,3434.36
4676,1380.0,P58,1.0,5,14400.25
4677,1381.0,P77,4.0,5,9648.8
4678,1382.0,P2,,4,12999.88
4679,1382.0,P31,3.0,3,5300.58
4680,1382.0,P75,2.0,2,4110.12
4682,1382.0,P12,,3,2333.49
4683,1382.0,P10,1.0,4,7495.12
4684,1382.0,INVALID_P,3.0,1,3193.48
4686,1383.0,P64,,1,716.23
4687,1383.0,P35,2.0,2,7276.5
4689,1384.0,P20,,2,3970.72
4690,1384.0,P31,,1,1766.86
4691,1384.0,P1,,3,13304.85
4692,1385.0,P78,3.0,2,9016.22
4693,1385.0,P6,,5,13704.95
4694,1385.0,P39,,5,12938.2
4695,1385.0,P63,5.0,2,5420.52
4697,1387.0,P54,2.0,5,24640.35
4698,1387.0,INVALID_P,,1,2056.55
4699,1387.0,P55,2.0,5,20266.0
4700,1387.0,P24,2.0,1,2810.81
4701,1387.0,P25,,2,9435.82
4703,1388.0,P75,4.0,2,4110.12
4704,1389.0,P72,2.0,4,15203.2
4705,1389.0,P49,,1,4600.62
4706,1389.0,P67,5.0,3,2727.36
4707,1390.0,INVALID_P,2.0,1,2378.19
4708,1390.0,P28,4.0,4,17741.84
4709,1391.0,P42,,3,12672.54
4710,1391.0,P26,,5,17166.95
4711,1391.0,P41,5.0,4,12655.88
4712,1391.0,P26,,5,17166.95
4713,1392.0,P75,,3,6165.18
4715,1392.0,P32,,4,6152.6
4716,1392.0,P75,2.0,2,4110.12
4717,1393.0,P18,,3,10303.08
4718,1394.0,P79,,1,2312.28
4719,1394.0,P44,4.0,3,3223.98
4721,1395.0,P40,3.0,3,1864.23
4723,1395.0,P71,,1,4651.68
4724,1395.0,P34,,1,115.9
4725,1395.0,P38,,2,7667.22
4727,1395.0,P73,,4,13921.4
4728,1395.0,P29,,3,11337.9
4729,1396.0,P20,,2,3970.72
4730,1396.0,P25,,1,4717.91
4731,1397.0,P24,,2,5621.62
4732,1398.0,P38,4.0,3,11500.83
4733,1398.0,P4,,4,3136.76
4734,1398.0,INVALID_P,,3,6058.41
4735,1398.0,P45,5.0,4,7728.72
4736,1398.0,P2,,1,3249.97
4737,1398.0,P73,4.0,2,6960.7
4738,1398.0,P21,,1,3019.85
4740,1399.0,P32,,1,1538.15
4741,1399.0,P1,,5,22174.75
4742,1399.0,P10,3.0,1,1873.78
4743,1399.0,P7,3.0,4,15041.48
4744,1400.0,P64,,2,1432.46
4745,1401.0,P70,,3,14476.14
4746,1401.0,P56,2.0,1,1273.32
4747,1401.0,INVALID_P,,1,4660.32
4748,1402.0,P79,,5,11561.4
4749,1403.0,P40,,1,621.41
4750,1403.0,P34,,2,231.8
4751,1403.0,P11,,4,19947.6
4752,1403.0,P38,2.0,3,11500.83
4753,1404.0,P64,,4,2864.92
4755,1404.0,P35,1.0,3,10914.75
4757,1405.0,P18,,4,13737.44
4758,1405.0,P54,,5,24640.35
4759,1405.0,P4,,2,1568.38
4760,1405.0,P62,,4,19568.48
4761,1405.0,P18,4.0,2,6868.72
4762,1406.0,P4,2.0,1,784.19
4763,1407.0,P48,,4,18479.72
4764,1407.0,P6,2.0,2,5481.98
4765,1407.0,P67,5.0,5,4545.6
4766,1408.0,P74,,1,3593.45
4767,1408.0,P24,1.0,1,2810.81
4768,1408.0,P59,4.0,3,1457.73
4769,1408.0,P28,,2,8870.92
4771,1408.0,P51,1.0,4,9976.68
4773,1409.0,P4,2.0,2,15683.8
4774,1410.0,P60,,1,3686.35
4775,1410.0,P15,3.0,4,17277.6
4776,1410.0,P60,,1,3686.35
4777,1411.0,INVALID_P,,2,2831.96
4778,1411.0,P36,,1,3626.44
4779,1412.0,P66,,4,18958.24
4780,1412.0,P75,,4,8220.24
4781,1412.0,P33,,2,1749.94
4782,1413.0,P5,4.0,5,18752.25
4783,1413.0,P57,,4,5121.08
4785,1413.0,P30,,2,7732.26
4786,1414.0,P67,,5,4545.6
4787,1414.0,P65,3.0,5,16663.9
4788,1414.0,P47,1.0,5,23860.75
4789,1414.0,INVALID_P,5.0,3,3718.66
4790,1415.0,P26,,3,10300.17
4791,1415.0,P43,,2,5175.1
4792,1415.0,P18,,1,3434.36
4793,1416.0,P20,,5,9926.8
4795,1416.0,P45,,3,5796.54
4796,1417.0,P29,,2,7558.6
4797,1417.0,P8,1.0,1,2199.33
4798,1417.0,P30,,2,7732.26
4799,1418.0,P54,3.0,1,4928.07
4800,1418.0,P12,,4,3111.32
4803,1420.0,P76,,2,6782.54
4804,1421.0,P72,3.0,4,15203.2
4805,1421.0,P61,1.0,1,4098.51
4806,1422.0,P24,4.0,5,14054.05
4807,1422.0,P26,5.0,3,10300.17
4808,1422.0,P74,3.0,2,7186.9
4809,1422.0,P22,3.0,2,4786.88
4810,1422.0,P64,,4,2864.92
4811,1422.0,P2,,1,3249.97
4812,1423.0,P19,,5,15112.0
4813,1423.0,P77,,3,5789.28
4814,1423.0,P35,,5,18191.25
4815,1424.0,P66,,5,23697.8
4816,1424.0,P70,,1,4825.38
4817,1424.0,P78,3.0,2,9016.22
4819,1425.0,P45,,4,7728.72
4820,1425.0,P73,2.0,1,3480.35
4821,1425.0,P71,,4,18606.72
4822,1426.0,P58,,5,14400.25
4823,1426.0,P71,4.0,4,18606.72
4824,1427.0,P32,,2,3076.3
4825,1427.0,P4,,5,3920.95
4826,1427.0,P21,,2,6039.7
4827,1428.0,P43,,1,2587.55
4828,1429.0,P51,,3,7482.51
4829,1429.0,P43,,1,2587.55
4832,1430.0,P10,2.0,3,5621.34
4833,1430.0,P32,,4,6152.6
4834,1430.0,P66,,2,9479.12
4835,1430.0,P71,4.0,3,13955.04
4836,1431.0,P4,,4,3136.76
4837,1431.0,P14,,5,19016.65
4838,1431.0,P58,4.0,3,8640.15
4839,1431.0,P62,4.0,5,24460.6
4840,1431.0,INVALID_P,,1,2606.85
4841,1431.0,P70,,1,4825.38
4842,1431.0,P48,5.0,5,23099.65
4843,1432.0,P1,4.0,1,4434.95
4844,1433.0,P46,3.0,4,3566.36
4845,1433.0,P43,,5,12937.75
4846,1433.0,P61,,5,20492.55
4847,1433.0,P7,,5,18801.85
4849,1434.0,P45,,1,1932.18
4850,1434.0,P38,2.0,1,3833.61
4851,1435.0,P13,,3,7554.69
4852,1435.0,P22,3.0,2,4786.88
4853,1435.0,P72,,5,19004.0
4854,1435.0,P27,,5,3306.5
4855,1436.0,P5,,3,11251.35
4856,1436.0,P38,1.0,1,3833.61
4857,1436.0,P31,,5,8834.3
4858,1436.0,P58,5.0,1,2880.05
4859,1437.0,P25,,5,23589.55
4860,1437.0,P68,,5,13428.0
4861,1437.0,P62,,5,24460.6
4862,1438.0,P63,1.0,5,13551.3
4863,1439.0,INVALID_P,4.0,1,380.74
4864,1440.0,P14,5.0,2,7606.66
4865,1440.0,P43,3.0,2,5175.1
4866,1440.0,P56,,1,1273.32
4867,1441.0,P17,,1,883.91
4868,1442.0,P5,,5,18752.25
4869,1442.0,P6,,2,5481.98
4871,1442.0,P58,,5,14400.25
4872,1442.0,P32,,2,3076.3
4873,1443.0,P3,,4,3200.28
4874,1443.0,P72,,1,38008.0
4875,1443.0,P35,3.0,2,7276.5
4876,1443.0,P63,,2,5420.52
4877,1444.0,P74,1.0,5,17967.25
4878,1444.0,P67,,3,2727.36
4879,1444.0,P43,3.0,2,5175.1
4881,1445.0,P32,,3,4614.45
4882,1446.0,P18,1.0,1,3434.36
4883,1446.0,P6,4.0,3,8222.97
4884,1446.0,P65,,1,3332.78
4885,1447.0,P73,,4,13921.4
4886,1447.0,P58,,2,5760.1
4888,1448.0,P5,,4,15001.8
4889,1448.0,P46,,2,1783.18
4890,1448.0,P2,,3,9749.91
4891,1448.0,P76,1.0,2,6782.54
4892,1449.0,P53,,5,9393.05
4893,1449.0,P75,,3,6165.18
4894,1449.0,P17,3.0,2,1767.82
4895,1450.0,P39,,3,7762.92
4897,1450.0,P67,4.0,1,909.12
4898,1450.0,P76,,3,10173.81
4899,1450.0,P78,,3,13524.33
4900,1450.0,P49,4.0,4,18402.48
4901,1451.0,P38,,4,15334.44
4902,1451.0,P28,,4,17741.84
4903,1451.0,P66,2.0,5,23697.8
4904,1451.0,P36,,3,10879.32
4905,1452.0,P48,,3,13859.79
4906,1452.0,P26,2.0,1,3433.39
4907,1452.0,P63,3.0,3,8130.78
4908,1453.0,P63,2.0,3,8130.78
4909,1453.0,P35,,2,7276.5
4910,1453.0,INVALID_P,2.0,1,1533.6
4911,1453.0,P16,4.0,1,848.92
4912,1454.0,P35,,2,7276.5
4913,1455.0,P36,,5,18132.2
4914,1455.0,P48,5.0,5,23099.65
4915,1455.0,P10,,1,1873.78
4916,1455.0,P48,4.0,5,23099.65
4917,1455.0,P11,,1,4986.9
4918,1455.0,P36,5.0,4,14505.76
4919,1455.0,P15,,1,4319.4
4920,1455.0,P44,4.0,1,1074.66
4921,1456.0,P63,,3,8130.78
4922,1456.0,P77,,4,7719.04
4923,1457.0,P50,,2,6069.66
4924,1457.0,P40,,4,2485.64
4925,1457.0,P15,,2,8638.8
4926,1458.0,P46,5.0,3,2674.77
4927,1458.0,P5,4.0,2,7500.9
4928,1458.0,P5,,3,11251.35
4929,1459.0,P20,,3,5956.08
4930,1460.0,P58,,2,5760.1
4931,1460.0,P51,,1,2494.17
4932,1460.0,P67,2.0,1,909.12
4934,1461.0,P27,3.0,2,1322.6
4935,1462.0,P52,,4,2592.6
4936,1462.0,INVALID_P,,2,5936.01
4937,1462.0,P66,1.0,2,9479.12
4938,1463.0,P4,1.0,5,3920.95
4939,1463.0,P11,,2,9973.8
4940,1463.0,INVALID_P,,3,2584.21
4941,1463.0,P7,2.0,3,11281.11
4942,1463.0,P50,,2,6069.66
4943,1463.0,P80,,3,3944.22
4944,1464.0,P45,5.0,2,3864.36
4945,1464.0,P60,,3,11059.05
4946,1464.0,P45,,1,1932.18
4948,1464.0,P39,4.0,3,7762.92
4949,1464.0,P10,3.0,4,7495.12
4950,1464.0,P30,2.0,1,3866.13
4951,1464.0,P40,1.0,3,1864.23
4952,1465.0,P50,,4,12139.32
4953,1466.0,P24,2.0,5,14054.05
4954,1466.0,P72,3.0,1,3800.8
4955,1466.0,P53,1.0,2,3757.22
4956,1466.0,P59,,4,1943.64
4957,1467.0,P16,,2,1697.84
4958,1467.0,P45,,1,1932.18
4959,1467.0,P78,,3,13524.33
4960,1467.0,P13,2.0,4,10072.92
4961,1468.0,P45,2.0,1,1932.18
4962,1468.0,P12,,1,777.83
4963,1468.0,P15,1.0,5,21597.0
4964,1468.0,P30,4.0,2,7732.26
4965,1469.0,P9,1.0,4,11837.24
4966,1470.0,P61,4.0,4,16394.04
4967,1470.0,P18,5.0,5,17171.8
4968,1470.0,P23,,5,6659.65
4969,1470.0,P78,2.0,1,4508.11
4970,1470.0,P27,4.0,5,3306.5
4971,1471.0,P29,2.0,4,15117.2
4972,1471.0,P71,4.0,1,4651.68
4973,1471.0,P44,,3,3223.98
4974,1471.0,P10,,2,3747.56
4975,1472.0,P14,5.0,1,3803.33
4976,1472.0,P14,,4,15213.32
4977,1472.0,P72,,4,15203.2
4978,1472.0,P78,,2,9016.22
4979,1472.0,P4,,3,2352.57
4980,1472.0,P26,3.0,1,3433.39
4981,1473.0,P52,,1,648.15
4982,1474.0,P18,3.0,2,6868.72
4983,1474.0,P46,5.0,5,4457.95
4984,1474.0,P58,,4,11520.2
4985,1474.0,P19,4.0,2,6044.8
4986,1475.0,P18,,3,10303.08
4987,1475.0,P7,,4,15041.48
4988,1475.0,P26,,5,17166.95
4989,1475.0,P14,,5,19016.65
4990,1476.0,P24,4.0,3,8432.43
4991,1477.0,P4,,3,2352.57
4992,1477.0,P3,,2,1600.14
4993,1477.0,P30,,1,3866.13
4994,1478.0,P46,,1,891.59
4995,1478.0,P36,,4,14505.76
4996,1478.0,P5,3.0,5,18752.25
4998,1479.0,P52,,3,1944.45
4999,1479.0,P74,5.0,4,14373.8
5000,1479.0,P28,,4,17741.84
5001,1479.0,P72,5.0,5,19004.0
5002,1479.0,P27,2.0,3,1983.9
5003,1479.0,P56,,1,1273.32
5004,1479.0,P72,,1,3800.8
5005,1480.0,P30,,1,3866.13
5006,1480.0,P14,1.0,1,3803.33
5007,1480.0,P25,5.0,5,23589.55
5008,1480.0,P6,,1,2740.99
5009,1480.0,P63,,5,13551.3
5010,1481.0,P55,,3,12159.6
5011,1481.0,P27,,4,2645.2
5012,1482.0,P19,3.0,1,3022.4
5013,1482.0,P20,4.0,5,9926.8
5014,1482.0,P54,,5,24640.35
5015,1483.0,P62,3.0,2,9784.24
5016,1483.0,P5,,2,7500.9
5017,1484.0,P78,,1,4508.11
5018,1484.0,P40,,3,1864.23
5019,1484.0,P26,,1,3433.39
5021,1485.0,P66,3.0,2,9479.12
5022,1485.0,P20,2.0,2,3970.72
5023,1485.0,P77,3.0,4,7719.04
5024,1485.0,P15,,2,8638.8
5025,1485.0,P28,4.0,2,8870.92
5026,1486.0,P8,2.0,2,4398.66
5027,1486.0,P48,,4,18479.72
5029,1487.0,P72,,2,7601.6
5030,1487.0,P27,4.0,4,2645.2
5031,1487.0,P4,,3,2352.57
5032,1487.0,P70,5.0,5,24126.9
5033,1488.0,P27,,2,1322.6
5034,1488.0,P63,,1,2710.26
5035,1488.0,P50,,2,6069.66
5036,1488.0,P27,,1,661.3
5037,1488.0,P21,2.0,1,3019.85
5038,1488.0,P16,,5,4244.6
5039,1488.0,P18,,4,13737.44
5040,1489.0,P60,5.0,3,11059.05
5041,1490.0,P46,,2,1783.18
5044,1492.0,P42,,5,21120.9
5046,1492.0,P42,,3,12672.54
5047,1493.0,P53,,3,5635.83
5048,1493.0,P20,,3,5956.08
5049,1493.0,P57,,3,3840.81
5050,1493.0,P75,,4,8220.24
5051,1493.0,P55,5.0,5,20266.0
5052,1493.0,P68,,2,5371.2
5053,1493.0,P52,,5,3240.75
5054,1494.0,P78,,3,13524.33
5056,1494.0,P4,,5,3920.95
5057,1494.0,P13,,3,7554.69
5058,1495.0,P62,,3,14676.36
5059,1495.0,P68,,4,10742.4
5060,1495.0,P12,2.0,1,777.83
5061,1495.0,P13,,3,7554.69
5062,1495.0,P13,5.0,2,5036.46
5063,1495.0,P70,,1,4825.38
5064,1496.0,P78,,2,9016.22
5065,1496.0,P13,,4,10072.92
5066,1496.0,P27,2.0,2,1322.6
5067,1497.0,P13,1.0,2,5036.46
5068,1497.0,P61,,5,20492.55
5069,1498.0,P77,,3,5789.28
5070,1498.0,P52,,3,1944.45
5072,1498.0,P54,,4,19712.28
5073,1499.0,P13,,1,2518.23
5074,1500.0,P68,5.0,3,8056.8
5075,1501.0,P29,3.0,2,7558.6
5076,1501.0,P21,3.0,4,12079.4
5077,1501.0,P45,5.0,1,1932.18
5078,1502.0,P33,2.0,2,1749.94
5079,1502.0,P13,,2,5036.46
5080,1503.0,P33,,2,1749.94
5081,1504.0,P61,,2,8197.02
5082,1505.0,P31,,2,3533.72
5083,1506.0,P68,5.0,3,8056.8
5084,1506.0,P23,,4,5327.72
5085,1506.0,P48,,1,4619.93
5086,1507.0,P78,,5,22540.55
5087,1508.0,P76,4.0,3,10173.81
5088,1508.0,INVALID_P,,4,1389.53
5089,1508.0,P24,,3,8432.43
5090,1508.0,P5,,1,3750.45
5091,1509.0,P22,,3,7180.32
5092,1509.0,P16,,2,1697.84
5093,1509.0,P50,1.0,4,12139.32
5094,1509.0,P45,,2,3864.36
5095,1510.0,P70,,2,9650.76
5096,1510.0,P13,5.0,4,10072.92
5097,1511.0,P14,1.0,2,7606.66
5098,1511.0,P3,,2,1600.14
5099,1511.0,P67,,4,3636.48
5100,1512.0,P30,2.0,1,3866.13
5101,1513.0,P78,,5,22540.55
5102,1514.0,P38,,5,19168.05
5103,1514.0,P33,,3,2624.91
5104,1514.0,P36,3.0,4,14505.76
5105,1514.0,P74,,1,3593.45
5106,1515.0,P49,3.0,2,9201.24
5107,1515.0,P76,,1,3391.27
5108,1515.0,P38,2.0,2,7667.22
5109,1515.0,P70,4.0,4,19301.52
5110,1516.0,P5,,1,3750.45
5112,1517.0,P8,,5,10996.65
5113,1518.0,P47,,3,14316.45
5114,1518.0,P59,,3,1457.73
5115,1518.0,P8,5.0,3,6597.99
5116,1518.0,P59,,5,2429.55
5117,1519.0,INVALID_P,,1,4306.81
5118,1519.0,P77,,3,5789.28
5119,1520.0,P16,,2,1697.84
5120,1520.0,P80,5.0,3,3944.22
5122,1521.0,P61,1.0,2,8197.02
5123,1522.0,P68,2.0,5,13428.0
5125,1523.0,P14,,4,15213.32
5126,1523.0,INVALID_P,,1,2058.6
5127,1524.0,P76,1.0,4,13565.08
5128,1524.0,P43,,2,5175.1
5130,1525.0,P70,,1,4825.38
5131,1525.0,P49,1.0,4,18402.48
5132,1525.0,P27,,1,661.3
5133,1525.0,P72,2.0,2,7601.6
5134,1525.0,P76,1.0,3,10173.81
5135,1525.0,P63,,1,2710.26
5136,1525.0,P77,2.0,4,7719.04
5137,1526.0,P7,,3,11281.11
5138,1526.0,P11,,3,14960.7
5139,1526.0,P32,4.0,2,3076.3
5140,1527.0,P18,,5,17171.8
5142,1528.0,P30,,1,3866.13
5143,1529.0,P40,4.0,5,3107.05
5144,1529.0,P55,,3,12159.6
5145,1529.0,P65,,3,9998.34
5146,1529.0,P32,,4,6152.6
5147,1529.0,P76,2.0,2,6782.54
5148,1529.0,P49,,4,18402.48
5149,1530.0,P76,,3,10173.81
5150,1530.0,P13,,3,7554.69
5151,1530.0,P46,2.0,2,1783.18
5152,1530.0,P43,2.0,2,5175.1
5153,1530.0,P68,,5,13428.0
5154,1530.0,P39,,5,129382.0
5156,1530.0,P70,3.0,1,4825.38
5157,1531.0,P28,3.0,1,4435.46
5160,1531.0,P18,,1,3434.36
5161,1532.0,P10,4.0,4,7495.12
5162,1532.0,P10,,4,7495.12
5163,1533.0,P13,5.0,1,2518.23
5164,1533.0,P61,3.0,1,4098.51
5165,1533.0,P22,,1,2393.44
5166,1533.0,P37,,2,9724.5
5167,1534.0,P7,,3,11281.11
5168,1534.0,P44,,3,3223.98
5169,1534.0,P29,,3,11337.9
5170,1534.0,P11,,3,14960.7
5172,1535.0,P69,2.0,1,3072.31
5173,1535.0,P56,2.0,5,6366.6
5174,1536.0,P26,2.0,5,17166.95
5175,1536.0,P59,4.0,2,971.82
5176,1536.0,P16,,2,1697.84
5177,1536.0,P35,5.0,2,7276.5
5178,1536.0,P16,4.0,3,2546.76
5179,1537.0,P66,,5,23697.8
5180,1537.0,P33,,3,2624.91
5181,1537.0,P26,5.0,2,6866.78
5182,1537.0,P71,,4,18606.72
5183,1538.0,P28,,1,4435.46
5184,1538.0,P54,5.0,4,19712.28
5185,1538.0,P54,,5,24640.35
5186,1538.0,P31,5.0,2,3533.72
5187,1538.0,P3,1.0,2,1600.14
5188,1538.0,P53,,2,3757.22
5189,1538.0,P19,1.0,5,15112.0
5190,1538.0,P31,3.0,5,8834.3
5191,1539.0,P44,,4,4298.64
5192,1539.0,P56,2.0,3,3819.96
5193,1539.0,P29,,2,7558.6
5194,1539.0,P66,3.0,4,18958.24
5195,1540.0,P62,,3,14676.36
5196,1540.0,P48,,3,13859.79
5197,1540.0,P26,3.0,1,3433.39
5198,1540.0,P55,,5,20266.0
5199,1540.0,P4,5.0,1,784.19
5200,1540.0,P49,,2,9201.24
5201,1540.0,P76,,2,6782.54
5202,1540.0,P13,,5,12591.15
5203,1541.0,P66,4.0,4,18958.24
5204,1542.0,P8,,4,8797.32
5205,1542.0,P7,,2,7520.74
5206,1542.0,P8,,2,4398.66
5207,1542.0,P24,,3,8432.43
5208,1543.0,P12,5.0,5,3889.15
5209,1543.0,P53,1.0,2,3757.22
5210,1543.0,P30,,1,3866.13
5211,1543.0,P54,3.0,5,24640.35
5212,1543.0,P21,,5,15099.25
5213,1544.0,P61,1.0,4,16394.04
5214,1544.0,P18,,3,10303.08
5215,1544.0,P55,,5,20266.0
5216,1545.0,P22,1.0,5,11967.2
5217,1545.0,P46,,4,3566.36
5218,1546.0,P7,,2,7520.74
5219,1546.0,P59,,3,1457.73
5220,1546.0,P33,,2,1749.94
5221,1546.0,P5,,1,3750.45
5222,1547.0,P18,4.0,1,3434.36
5223,1547.0,P13,,5,12591.15
5224,1548.0,P46,,4,3566.36
5225,1548.0,P70,,3,14476.14
5226,1548.0,P16,2.0,2,1697.84
5227,1548.0,P64,,5,3581.15
5228,1549.0,P43,,1,2587.55
5229,1549.0,P25,,3,14153.73
5230,1550.0,P2,,2,6499.94
5231,1550.0,P1,,5,22174.75
5233,1551.0,P8,3.0,2,4398.66
5234,1551.0,P16,,3,2546.76
5235,1551.0,P39,,5,12938.2
5236,1551.0,P7,,2,7520.74
5238,1551.0,P36,1.0,3,10879.32
5239,1552.0,P51,,2,4988.34
5240,1552.0,P38,1.0,2,7667.22
5241,1552.0,P44,,3,3223.98
5242,1552.0,P44,2.0,1,1074.66
5243,1553.0,P80,,4,5258.96
5244,1553.0,P59,5.0,1,485.91
5245,1553.0,P56,5.0,5,6366.6
5246,1553.0,P57,5.0,4,5121.08
5247,1554.0,P61,2.0,1,4098.51
5248,1554.0,P58,2.0,5,14400.25
5250,1554.0,P5,,4,15001.8
5251,1555.0,P39,,5,12938.2
5252,1555.0,P1,,2,8869.9
5253,1555.0,P61,,1,4098.51
5254,1555.0,P63,,5,13551.3
5256,1555.0,P62,,1,4892.12
5257,1555.0,P6,,2,5481.98
5258,1556.0,P27,3.0,5,3306.5
5259,1556.0,P55,,1,4053.2
5261,1556.0,P55,,3,12159.6
5262,1557.0,P18,4.0,2,6868.72
5263,1557.0,P62,,2,9784.24
5264,1557.0,P69,3.0,1,3072.31
5265,1557.0,P76,,5,16956.35
5266,1558.0,P45,2.0,3,5796.54
5267,1559.0,P10,,4,7495.12
5268,1559.0,P40,,4,2485.64
5269,1559.0,P30,,5,19330.65
5270,1559.0,P50,,4,12139.32
5271,1560.0,P21,5.0,2,6039.7
5272,1560.0,P64,,2,1432.46
5273,1560.0,P48,4.0,4,18479.72
5274,1560.0,P32,,4,6152.6
5275,1561.0,P14,,5,19016.65
5276,1562.0,P78,,5,22540.55
5278,1562.0,P22,,3,7180.32
5279,1562.0,P42,1.0,2,8448.36
5280,1563.0,P55,,3,12159.6
5281,1563.0,INVALID_P,,2,5068.43
5282,1564.0,P32,5.0,5,7690.75
5283,1564.0,P74,1.0,1,3593.45
5285,1564.0,P52,5.0,3,1944.45
5286,1565.0,P18,,2,6868.72
5287,1565.0,P6,,2,5481.98
5288,1565.0,P52,,5,3240.75
5289,1565.0,P67,,3,2727.36
5290,1566.0,P9,,2,5918.62
5291,1566.0,P9,,4,11837.24
5293,1566.0,P75,,5,10275.3
5294,1566.0,P31,1.0,1,1766.86
5295,1566.0,P20,,3,5956.08
5297,1567.0,P56,4.0,3,3819.96
